sample_date,approved_site_name,latitude,longitude,location_filter,disease_present,pisaster_ochraceus,pycnopodia_helianthoides,pisaster_giganteus,pisaster_brevispinus,evasterias,patiria,strongylocentrotus_purpuratus,species_no_disease_evident,species_disease_evident,name,affiliation,add_to_map
2014-01-17,East of Cat Rock,34.004745,-119.41432,subtidal,no,no,no,no,no,species not observed,no,species not observed,NONE (no additional sea stars observed showing NO disease symptoms),NONE (no additional sea stars observed showing disease symptoms),Jacob Eurich; Carlos Mireles; Derek Stein,California Department of Fish and Wildlife,yes
2014-02-04,Fish Bowl,34.01468,-119.43641,subtidal,yes,yes,no,yes,no,species not observed,no,species not observed,NONE (no additional sea stars observed showing NO disease symptoms),NONE (no additional sea stars observed showing disease symptoms),Jacob Eurich; Carlos Mireles; Derek Stein,California Department of Fish and Wildlife,yes
2018-08-07,Fish Bowl,34.01468,-119.43641,subtidal,yes,species not observed,species not observed,no,species not observed,species not observed,yes,no,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Katie Koehn (Davis),UC Santa Barbara; Caselle Lab,yes
2018-03-01,Anchor Point,33.2671356,-119.48723,intertidal,no,species not observed,species not observed,no,species not observed,species not observed,species not observed,species not observed,NONE,NONE,,MARINe (UCSC),yes
2023-02-19,Anchor Point,33.2671356,-119.48723,intertidal,no,species not observed,species not observed,species not observed,species not observed,species not observed,no,species not observed,NONE,NONE,NULL,MARINe,yes
2013-11-04,Anchorage Museum,61.216155,-149.88556,captivity,yes,yes,no,species not observed,species not observed,yes,species not observed,species not observed,Dermasterias imbricata; Leptasterias spp.,NONE (no additional sea stars observed showing disease symptoms),Nicole Abeln,Anchorage Museum,yes
2017-05-15,Anchorage Museum,61.216155,-149.88556,captivity,yes,no,no,species not observed,species not observed,no,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,Strongylocentrotus droebachiensis,Nicole Abeln,Anchorage Museum,yes
2018-06-26,Anderson Island Ferry Terminal,47.184324,-122.677647,intertidal,yes,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,Dermasterias imbricata;,Spencer Johnson,,yes
2014-04-20,Andrew Molera,36.2805985,-121.86316,intertidal,high,yes,species not observed,species not observed,species not observed,species not observed,no,species not observed,Leptasterias spp.; Henricia spp.,NONE (no additional sea stars observed showing disease symptoms),,MARINe (UCSC),yes
2014-11-08,Andrew Molera,36.2805985,-121.86316,intertidal,low,yes,species not observed,species not observed,species not observed,species not observed,no,species not observed,Henricia spp.; Leptasterias spp.; ,NONE (no additional sea stars observed showing disease symptoms); ,Rachael Williams,MARINe (UCSC),yes
2015-04-22,Andrew Molera,36.2805985,-121.86316,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,no,Henricia spp.; Leptasterias spp.;,NONE (no additional sea stars observed showing disease symptoms);,Maya George,MARINe (UCSC),yes
2015-10-28,Andrew Molera,36.2805985,-121.86316,intertidal,low,yes,species not observed,species not observed,species not observed,species not observed,no,no,Henricia spp.; Leptasterias spp.;,NONE (no additional sea stars observed showing disease symptoms);,Melissa Redfield,MARINe (UCSC),yes
2016-04-10,Andrew Molera,36.2805985,-121.86316,intertidal,low,yes,species not observed,species not observed,species not observed,species not observed,no,no,Henricia spp.; Leptasterias spp.;,NONE (no additional sea stars observed showing disease symptoms);,Laura Anderson,MARINe (UCSC),yes
2017-04-29,Andrew Molera,36.2805985,-121.86316,intertidal,low,yes,species not observed,species not observed,species not observed,species not observed,no,no,Henricia spp.; Leptasterias spp.;,NONE (no additional sea stars observed showing disease symptoms);,Nate Fletcher,MARINe (UCSC),yes
2018-05-19,Andrew Molera,36.2805985,-121.86316,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,no,species not observed,Henricia spp; Leptasterias spp,NONE,,MARINe (UCSC),yes
2019-05-09,Andrew Molera,36.2805985,-121.86316,intertidal,yes,yes,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,Henricia spp; Leptasterias spp,NONE,NULL,MARINe (UCSC),yes
2019-11-25,Andrew Molera,36.2805985,-121.86316,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,no,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Maya George,MARINe (UCSC),yes
2020-06-24,Andrew Molera,36.2805985,-121.86316,intertidal,yes,yes,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,Henricia spp; Leptasterias spp,NONE,NULL,MARINe (UCSC),yes
2020-11-15,Andrew Molera,36.2805985,-121.86316,intertidal,yes,yes,species not observed,species not observed,species not observed,species not observed,no,species not observed,Henricia spp; Leptasterias spp,NONE,NULL,MARINe (UCSC),yes
2021-04-30,Andrew Molera,36.2805985,-121.86316,intertidal,yes,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,Henricia spp,Leptasterias spp,NULL,MARINe (UCSC),yes
2021-12-02,Andrew Molera,36.2805985,-121.86316,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,Henricia spp; Leptasterias spp,NONE,NULL,MARINe (UCSC),yes
2022-04-21,Andrew Molera,36.2805985,-121.86316,intertidal,yes,yes,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,Henricia spp; Leptasterias spp,NONE,NULL,MARINe (UCSC),yes
2022-11-23,Andrew Molera,36.2805985,-121.86316,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Melissa Douglas,MARINe (UCSC),yes
2023-07-16,Andrew Molera,36.2805985,-121.86316,intertidal,yes,yes,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,Henricia spp; Leptasterias spp,NONE,NULL,MARINe,yes
2021-03-10,Ann Coleman Wall,58.362348,-134.645557,intertidal,yes,species not observed,no,species not observed,no,yes,species not observed,species not observed,Crossaster papposus;,NONE (no additional sea stars observed showing disease symptoms);,Annette Smith,NULL,yes
2022-04-23,Ann Coleman Wall ST,58.361828,-134.645831,subtidal,yes,species not observed,yes,species not observed,species not observed,yes,species not observed,species not observed,NONE,Solaster spp.;,Sarah Traiger,USGS,yes
2021-02-15,Ann Coleman Wall,58.362348,-134.645557,intertidal,yes,species not observed,no,species not observed,species not observed,yes,species not observed,species not observed,Crossaster papposus; Solaster spp.;,NONE (no additional sea stars observed showing disease symptoms);,Annette Smith,,yes
2021-08-15,Ann Coleman Wall,58.362348,-134.645557,intertidal,yes,no,no,species not observed,species not observed,yes,species not observed,species not observed,Crossaster papposus;,NONE (no additional sea stars observed showing disease symptoms);,Annette Smith,,yes
2022-04-27,Ann Coleman Wall,58.362348,-134.645557,intertidal,yes,species not observed,yes,species not observed,species not observed,yes,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Annette Smith,NULL,yes
2013-11-14,Ano Nuevo,37.11257,-122.32956,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,Leptasterias spp.,NONE (no additional sea stars observed showing disease symptoms),,MARINe (UCSC),yes
2017-05-28,Ano Nuevo,37.11257,-122.32956,intertidal,yes,yes,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Nate Fletcher,MARINe (UCSC),yes
2021-06-13,Ano Nuevo,37.11257,-122.32956,intertidal,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,no,Leptasterias spp.;,NONE (no additional sea stars observed showing disease symptoms);,Mirella Cortez,MARINe (UCSC),yes
2020-05-09,Ansell Place,49.400067,-123.251258,subtidal,no,species not observed,no,species not observed,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Eli Wolpin,NULL,yes
2014-06-25,Anvil Island,49.511133,-123.30077,subtidal,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,Henricia spp; Mediaster aequalis; Orthasterias koehleri; Pteraster spp; Stylasterias forreri,NONE,NULL,Vancouver Aquarium,yes
2014-07-09,Anvil Island,49.511133,-123.30077,subtidal,yes,no,yes,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata; Henricia spp; Mediaster aequalis; Orthasterias koehleri; Stylasterias forreri,NONE,NULL,Vancouver Aquarium,yes
2014-07-18,Apple Islands,57.0701333,-135.43198,intertidal,no,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms),NONE (no additional sea stars observed showing disease symptoms),Lynn Wilbur,The University of Aberdeen,yes
2014-10-08,Apple Islands,57.0701333,-135.43198,intertidal,no,no,no,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata,NONE (no additional sea stars observed showing disease symptoms),Lynn Wilbur,The University of Aberdeen,yes
